rank,priority_score,provider,normalized_id,doi,openalex_id,arxiv_id,s2_paper_id,external_id_sample,citing_paper_count,high_value_categories,evidence_gap_reasons,top_citing_papers,top_citing_titles,provider_backfill_strategy,claim_scope,evidence_grade,uncertainty_reasons_json
1606,992.0,openalex,W2227315992,,W2227315992,,,W2227315992,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1607,992.0,openalex,W2280126604,,W2280126604,,,W2280126604,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1608,992.0,openalex,W2319585909,,W2319585909,,,W2319585909,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1609,992.0,openalex,W2964234459,,W2964234459,,,W2964234459,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1610,992.0,openalex,W3098080807,,W3098080807,,,W3098080807,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1611,992.0,openalex,W3099574231,,W3099574231,,,W3099574231,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1612,992.0,openalex,W3099699278,,W3099699278,,,W3099699278,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1613,992.0,openalex,W3100453153,,W3100453153,,,W3100453153,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1614,992.0,openalex,W3105268221,,W3105268221,,,W3105268221,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1615,992.0,openalex,W3105284712,,W3105284712,,,W3105284712,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1616,992.0,openalex,W3106147273,,W3106147273,,,W3106147273,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1617,992.0,openalex,W3123415432,,W3123415432,,,W3123415432,2,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV,Topological Photonics;Topological Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1618,991.897,doi,10.1103/physrevlett.124.056802,10.1103/physrevlett.124.056802,,,,10.1103/PhysRevLett.124.056802,58,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6J98WVGDD9V1Q5N23519KH;01KS6JHS3VCCRC0RR4FCJPNP6P;01KS6V2DBTE8YG3J4133HY4VK9;01KS6JFBARHM65M3KTHSD1CN8F;01KS6V030PGKJ43JB10NQC0845;01KS6J3H4D8K5KRQXJKN6FD2BK;01KS6JB8C9E6CAV1SM9GVDXNN5;01KS6J6CAQM739AA532SZZ9XQQ,Exceptional Topology of Non-Hermitian Systems;Observation of arbitrary topological windings of a non-Hermitian band;Non-Hermitian skin effect and self-acceleration;Higher-order non-Hermitian skin effect;Self-healing of non-Hermitian topological skin modes;Non-Hermitian skin effect and chiral damping in open quantum systems;Non-Hermitian skin modes induced by on-site dissipations and chiral tunneling effect;Probing non-Hermitian Skin Effect and non-Bloch Phase Transitions,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1619,991.8769,doi,10.1103/physrevb.97.195422,10.1103/physrevb.97.195422,,,,10.1103/PhysRevB.97.195422,4,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6TZVCJV6C6JJ834G32C89B;01KS6VBB51RJ9FM5PD7RA9A6MC;01KRCYM7FMZK2RGZ126D84H4PE,Topological Photonics;Electrically tunable Berry curvature and strong light-matter coupling in birefringent perovskite microcavities at room temperature;Non-Abelian physics in light and sound;Skyrmionic polarization textures in structured dielectric planar media,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1620,991.75,openalex,W1480563975,,W1480563975,,,W1480563975,2,cluster_representative;future edge source;future edge target;future_endpoint;top_keystone;topic;topic_gap,future edge source;future edge target;future_endpoint;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6G8NM22XMZXQP6ADT1BKTB;01KS6HZRFC2S4GGJ58YSN0NBH7,Generation of Ultrastable Microwaves via Optical Frequency Division;A Kerr-microresonator optical clockwork,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1621,991.65,doi,10.1038/nphoton.2009.3,10.1038/nphoton.2009.3,,,,10.1038/NPHOTON.2009.3,5,branch_split_driver;cluster_representative;top_keystone;topic;topic_gap,branch_split_driver;topic_gap:metalens:key_turning_paper_missing_primary_section;topic_gap:metasurface holography:key_turning_paper_missing_primary_section;topic_gap_key_turning_section;topic_gap_queue,01KS6HJEXQGTKP950NRDA3CVT2;01KS6HCS8KVQQRTXZCPT0MBHDV;01KS6GWKEMCDT6V2M0R8ZGX06J;01KS6FPY8V3DVXAF49HYJ0JK9W;01KS6GDG3FQ8N1NPS4BAYMRQSF,A Reconfigurable Active Huygens' Metalens;A review of metasurfaces: physics and applications;Graphene Plasmonics for Terahertz to Mid-Infrared Applications;Metamaterial-based gradient index lens with strong focusing in the THz frequency range;Ultra-broadband Light Absorption by a Sawtooth Anisotropic Metamaterial Slab,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1622,991.65,doi,10.1103/physrevlett.86.1502,10.1103/physrevlett.86.1502,,,,10.1103/PhysRevLett.86.1502,5,branch_split_driver;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_missing_primary_section;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KWKMCV3DHKBFJH2Z0JN6A;01KSD754Z370EDJH4ANK03TVVH;01KRCY4725SKR6WWACNF7R70WH;01KS6HG7HFPZP80FF8NKB97AFG;01KSE7NKA9DC4ZES3K6P6KDC0K,Fabrication-tolerant high quality factor photonic crystal microcavities;Bright Purcell enhanced single-photon source in the telecom O-band based on a quantum dot in a circular Bragg grating;Bright and pure single-photon source in a silicon chip by nanoscale positioning of a color center in a microcavity;Efficient fiber-coupled single-photon source based on quantum dots in a photonic-crystal waveguide;Tailoring solid-state single-photon sources with stimulated emissions,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1623,991.65,openalex,W2783308336,,W2783308336,,,W2783308336,2,cluster_representative;future edge source;future edge target;future_endpoint;top_keystone;topic;topic_gap,future edge source;future edge target;future_endpoint;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6HYJXAN3K8BMTS1K2R6PDB;01KSD79R6Q40VKJ672RXNECT2N,Broadband electro-optic frequency comb generation in an integrated microring resonator;Fibre Fabry-Pérot Astrophotonic Correlation Spectroscopy for Remote Gas Identification and Radial Velocity Measurements,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1624,991.6,openalex,W2009811632,,W2009811632,,,W2009811632,2,cluster_representative;future edge source;future edge target;future_endpoint;top_keystone;topic;topic_gap,future edge source;future edge target;future_endpoint;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6G8NM22XMZXQP6ADT1BKTB;01KS6G8KZ6PYGRFWTKS3QNQXTS,Generation of Ultrastable Microwaves via Optical Frequency Division;Making optical atomic clocks more stable with $10^{-16}$ level laser stabilization,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1625,991.3769,doi,10.1103/physreva.94.033602,10.1103/physreva.94.033602,,,,10.1103/PhysRevA.94.033602,4,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HQB64QS8S996N1Q0B9935;01KS6JPE4C35JKMARYBJ0XAACQ;01KS6HXBPT0499DRS8FHRZE932,Topological Photonics;Synthetic space with arbitrary dimensions in a few rings undergoing dynamic modulation;Simulating graphene dynamics in one-dimensional modulated ring array with synthetic dimension;Synthetic Dimension in Photonics,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
